batting_slot,weight
1.0,0.12419380254566878
2.0,0.12104557381358301
3.0,0.11813432948538641
4.0,0.11753870737853672
5.0,0.11293550604928318
6.0,0.10885689033446601
7.0,0.10355322369726133
8.0,0.0994763222712521
9.0,0.09426564442456259
