date,batter,pitcher,game,arch,hit_hr,pit_hr,park,wx,supp,pa_hr,hr_prob,fair,Batter,Pitcher,slot,pos,gtime,gstart_ms,upcoming,proj
2026-07-18,693307,680570,DET@LAA,Middle Slider Crusher,4.678,2.909,1.003,1.002,1.12,4.983,18.9,429,dillon dingler,grayson rodriguez,,,,,,
2026-07-18,656811,668909,PIT@CLE,Oppo Fastball Hunter (LH),4.28,3.537,1.011,0.983,1.014,4.962,18.8,431,ryan o'hearn,gavin williams,,,,,,
2026-07-18,621566,669022,TEX@ATL,Middle Fastball Crusher (LH),5.488,2.778,1.009,1.0,0.963,4.82,18.3,445,matt olson,mackenzie gore,,,,,,
2026-07-18,680779,668909,PIT@CLE,Inside Breaking Ball Specialist,3.795,3.537,1.018,0.983,1.014,4.43,17.0,490,henry davis,gavin williams,,,,,,
2026-07-18,547180,640455,NYM@PHI,Middle Fastball Crusher (LH),4.453,3.038,1.006,0.991,1.002,4.397,16.8,494,bryce harper,sean manaea,,,,,,
2026-07-18,683002,681293,BAL@HOU,Middle Slider Crusher (LH),3.675,3.276,1.004,1.0,1.099,4.322,16.6,504,gunnar henderson,spencer arrighetti,,,,,,
2026-07-18,695506,656288,SD@KC,Middle Fastball Crusher (LH),3.951,3.177,1.0,1.0,1.048,4.28,16.4,509,jac caglianone,griffin canning,,,,,,
2026-07-18,679529,680570,DET@LAA,Middle Fastball Crusher,3.978,2.909,1.003,1.002,1.12,4.237,16.3,515,spencer torkelson,grayson rodriguez,,,,,,
2026-07-18,621020,671737,MIN@CHC,Middle Fastball Crusher,4.093,3.375,0.978,1.005,0.956,4.224,16.2,517,dansby swanson,taj bradley,,,,,,
2026-07-18,572233,669432,BAL@HOU,Middle Slider Crusher,4.512,2.741,1.034,1.0,1.007,4.188,16.1,522,christian walker,trevor rogers,,,,,,
2026-07-18,665019,571510,MIN@CHC,Middle Fastball Crusher (LH),4.318,2.778,0.976,1.005,1.072,4.102,15.8,534,kody clemens,matt boyd,,,,,,
2026-07-18,805779,641793,WSH@ATH,Inside Breaking Ball Specialist,2.136,5.151,1.006,1.01,1.12,4.073,15.7,538,jacob wilson,zack littell,,,,,,
2026-07-18,664023,671737,MIN@CHC,Middle Fastball Crusher,3.963,3.375,0.978,1.005,0.956,4.089,15.7,536,ian happ,taj bradley,,,,,,
2026-07-18,656537,640455,NYM@PHI,Inside Breaking Ball Specialist,4.034,3.038,1.008,0.991,1.002,3.991,15.4,550,derek hill,sean manaea,,,,,,
2026-07-18,680777,571510,MIN@CHC,Middle Fastball Crusher,4.16,2.778,0.978,1.005,1.072,3.96,15.3,555,ryan jeffers,matt boyd,,,,,,
2026-07-18,672356,683003,PIT@CLE,Middle Fastball Crusher,4.004,3.258,1.015,0.983,0.93,3.937,15.2,559,gabriel arias,jared jones,,,,,,
2026-07-18,681297,681293,BAL@HOU,Middle Fastball Crusher (LH),3.293,3.276,1.004,1.0,1.099,3.873,15.0,569,colton cowser,spencer arrighetti,,,,,,
2026-07-18,702616,681293,BAL@HOU,Middle Slider Crusher (LH),3.279,3.276,1.004,1.0,1.099,3.856,14.9,572,jackson holliday,spencer arrighetti,,,,,,
2026-07-18,686948,669022,TEX@ATL,Oppo Fastball Hunter (LH),4.435,2.778,1.0,1.0,0.963,3.86,14.9,571,drake baldwin,mackenzie gore,,,,,,
2026-07-18,695600,656288,SD@KC,Middle Fastball Crusher (LH),3.536,3.177,1.0,1.0,1.048,3.83,14.8,576,carter jensen,griffin canning,,,,,,
2026-07-18,668804,668909,PIT@CLE,Middle Fastball Crusher,3.264,3.537,1.015,0.983,1.014,3.799,14.7,581,bryan reynolds,gavin williams,,,,,,
2026-07-18,667472,608372,CIN@COL,Middle Slider Crusher,2.593,4.057,0.963,1.007,1.12,3.717,14.4,595,dane myers,tomoyuki sugano,,,,,,
2026-07-18,686527,657277,SF@SEA,Middle Slider Crusher (LH),4.944,2.349,1.0,1.0,0.961,3.629,14.1,611,dominic canzone,logan webb,,,,,,
2026-07-18,671739,669022,TEX@ATL,Middle Fastball Crusher (LH),4.085,2.778,1.009,1.0,0.963,3.588,13.9,619,michael harris,mackenzie gore,,,,,,
2026-07-18,668939,681293,BAL@HOU,Middle Fastball Crusher,2.93,3.276,1.034,1.0,1.099,3.549,13.8,626,adley rutschman,spencer arrighetti,,,,,,
2026-07-18,665742,666200,NYM@PHI,Middle Fastball Crusher (LH),5.391,2.213,1.006,0.991,0.9,3.482,13.5,639,juan soto,jesús luzardo,,,,,,
2026-07-18,677800,693855,TB@BOS,Inside Breaking Ball Specialist (LH),3.143,3.479,1.059,0.991,0.917,3.422,13.3,652,wilyer abreu,ian seymour,,,,,,
2026-07-18,677951,656288,SD@KC,Middle Slider Crusher,3.161,3.177,1.0,1.0,1.048,3.424,13.3,651,bobby witt,griffin canning,,,,,,
2026-07-18,682985,680570,DET@LAA,Oppo Fastball Hunter (LH),3.179,2.909,1.011,1.002,1.12,3.413,13.3,653,riley greene,grayson rodriguez,,,,,,
2026-07-18,670042,657277,SF@SEA,Middle Fastball Crusher (LH),4.631,2.349,1.0,1.0,0.961,3.4,13.2,656,luke raley,logan webb,,,,,,
2026-07-18,686797,571510,MIN@CHC,Middle Fastball Crusher,3.545,2.778,0.978,1.005,1.072,3.375,13.1,662,brooks lee,matt boyd,,,,,,
2026-07-18,664983,695076,CIN@COL,Middle Fastball Crusher (LH),3.176,2.915,0.966,1.007,1.12,3.281,12.8,682,jake mccarthy,rhett lowder,,,,,,
2026-07-18,694192,676974,MIA@MIL,Middle Fastball Crusher,4.081,2.611,0.99,1.0,0.952,3.267,12.7,685,jackson chourio,max meyer,,,,,,
2026-07-18,624585,669373,DET@LAA,Middle Fastball Crusher,3.377,3.262,1.003,1.002,0.9,3.241,12.6,691,jorge soler,tarik skubal,,,,,,
2026-07-18,655316,693855,TB@BOS,Middle Slider Crusher,3.007,3.479,1.037,0.991,0.917,3.206,12.5,700,andruw monasterio,ian seymour,,,,,,
2026-07-18,657041,656288,SD@KC,Oppo Fastball Hunter,2.967,3.177,1.0,1.0,1.048,3.214,12.5,698,lane thomas,griffin canning,,,,,,
2026-07-18,521692,656288,SD@KC,Middle Fastball Crusher,2.932,3.177,1.0,1.0,1.048,3.176,12.4,707,salvador pérez,griffin canning,,,,,,
2026-07-18,690993,680570,DET@LAA,Middle Fastball Crusher (LH),2.974,2.909,1.006,1.002,1.12,3.177,12.4,706,colt keith,grayson rodriguez,,,,,,
2026-07-18,605137,571510,MIN@CHC,Middle Fastball Crusher (LH),3.338,2.778,0.976,1.005,1.072,3.171,12.4,708,josh bell,matt boyd,,,,,,
2026-07-18,672960,663436,CWS@TOR,Oppo Fastball Hunter,5.067,1.872,1.004,1.0,1.016,3.148,12.3,714,kazuma okamoto,davis martin,,,,,,
2026-07-18,686681,656288,SD@KC,Inside Breaking Ball Specialist (LH),2.881,3.177,1.0,1.0,1.048,3.121,12.2,720,michael massey,griffin canning,,,,,,
2026-07-18,700932,683003,PIT@CLE,Middle Slider Crusher (LH),3.184,3.258,1.006,0.983,0.93,3.103,12.1,725,kyle manzardo,jared jones,,,,,,
2026-07-18,514888,669432,BAL@HOU,Middle Fastball Crusher,3.323,2.741,1.034,1.0,1.007,3.084,12.1,730,josé altuve,trevor rogers,,,,,,
2026-07-18,666176,669373,DET@LAA,Middle Slider Crusher,3.185,3.262,1.003,1.002,0.9,3.057,12.0,737,jo adell,tarik skubal,,,,,,
2026-07-18,663698,669022,TEX@ATL,Middle Fastball Crusher,3.543,2.778,0.991,1.0,0.963,3.056,11.9,737,joey bart,mackenzie gore,,,,,,
2026-07-18,624641,640455,NYM@PHI,Middle Fastball Crusher,3.081,3.038,1.008,0.991,1.002,3.048,11.9,739,edmundo sosa,sean manaea,,,,,,
2026-07-18,702332,693855,TB@BOS,Middle Fastball Crusher,2.845,3.479,1.037,0.991,0.917,3.033,11.9,743,caleb durbin,ian seymour,,,,,,
2026-07-18,686780,694297,STL@AZ,Middle Fastball Crusher,2.727,3.31,1.0,1.0,1.023,3.005,11.8,751,pedro pagés,brandon pfaadt,,,,,,
2026-07-18,663457,694297,STL@AZ,Inside Breaking Ball Specialist (LH),2.73,3.31,1.0,1.0,1.023,3.008,11.8,750,lars nootbaar,brandon pfaadt,,,,,,
2026-07-18,686611,669372,WSH@ATH,Middle Fastball Crusher,3.076,3.011,1.006,1.01,0.985,3.016,11.8,747,dylan crews,j. t. ginn,,,,,,
2026-07-18,701358,669432,BAL@HOU,Middle Fastball Crusher,3.235,2.741,1.034,1.0,1.007,3.002,11.7,751,cam smith,trevor rogers,,,,,,
2026-07-18,673237,669432,BAL@HOU,Oppo Fastball Hunter,3.296,2.741,1.004,1.0,1.007,2.97,11.6,760,yainer diaz,trevor rogers,,,,,,
2026-07-18,642715,693433,SF@SEA,Middle Fastball Crusher,3.899,2.546,1.002,1.0,0.918,2.972,11.6,759,willy adames,bryan woo,,,,,,
2026-07-18,671056,694297,STL@AZ,Middle Slider Crusher,2.681,3.31,1.0,1.0,1.023,2.954,11.6,764,iván herrera,brandon pfaadt,,,,,,
2026-07-18,681807,682254,PIT@CLE,Middle Fastball Crusher,3.602,2.796,1.015,0.983,0.9,2.942,11.5,768,david fry,mason montgomery,,,,,,
2026-07-18,664761,640455,NYM@PHI,Oppo Fastball Hunter,2.932,3.038,1.006,0.991,1.002,2.895,11.3,781,alec bohm,sean manaea,,,,,,
2026-07-18,645277,669022,TEX@ATL,Middle Fastball Crusher,3.306,2.778,0.991,1.0,0.963,2.852,11.2,794,ozzie albies,mackenzie gore,,,,,,
2026-07-18,665877,694297,STL@AZ,Middle Slider Crusher,2.589,3.31,1.0,1.0,1.023,2.853,11.2,794,josé fermín,brandon pfaadt,,,,,,
2026-07-18,677588,669372,WSH@ATH,Middle Fastball Crusher (LH),2.83,3.011,1.009,1.01,0.985,2.783,10.9,815,josé tena,j. t. ginn,,,,,,
2026-07-18,681546,680570,DET@LAA,Middle Slider Crusher (LH),2.583,2.909,1.006,1.002,1.12,2.76,10.8,823,james outman,grayson rodriguez,,,,,,
2026-07-18,695734,669372,WSH@ATH,Inside Breaking Ball Specialist (LH),2.772,3.011,1.009,1.01,0.985,2.726,10.7,833,daylen lile,j. t. ginn,,,,,,
2026-07-18,642201,669022,TEX@ATL,Middle Fastball Crusher,3.138,2.778,0.991,1.0,0.963,2.707,10.6,840,eli white,mackenzie gore,,,,,,
2026-07-18,607208,640455,NYM@PHI,Middle Fastball Crusher,2.725,3.038,1.008,0.991,1.002,2.696,10.6,843,trea turner,sean manaea,,,,,,
2026-07-18,650489,695076,CIN@COL,Middle Fastball Crusher,2.603,2.915,0.963,1.007,1.12,2.681,10.5,848,willi castro,rhett lowder,,,,,,
2026-07-18,682626,666200,NYM@PHI,Oppo Fastball Hunter,4.126,2.213,1.006,0.991,0.9,2.665,10.5,854,francisco álvarez,jesús luzardo,,,,,,
2026-07-18,665161,669432,BAL@HOU,Middle Fastball Crusher,2.841,2.741,1.034,1.0,1.007,2.637,10.4,864,jeremy peña,trevor rogers,,,,,,
2026-07-18,605170,571510,MIN@CHC,Middle Slider Crusher (LH),2.784,2.778,0.976,1.005,1.072,2.645,10.4,861,víctor caratini,matt boyd,,,,,,
2026-07-18,677594,657277,SF@SEA,Middle Fastball Crusher,3.545,2.349,1.002,1.0,0.961,2.608,10.3,874,julio rodríguez,logan webb,,,,,,
2026-07-18,606466,669160,STL@AZ,Inside Breaking Ball Specialist,3.904,2.142,1.0,1.0,0.948,2.578,10.2,885,ketel marte,dustin may,,,,,,
2026-07-18,678662,695076,CIN@COL,Middle Slider Crusher,2.508,2.915,0.963,1.007,1.12,2.583,10.2,883,ezequiel tovar,rhett lowder,,,,,,
2026-07-18,669065,675660,MIA@MIL,Middle Slider Crusher (LH),3.657,2.401,0.982,1.0,0.9,2.525,10.0,905,kyle stowers,shane drohan,,,,,,
2026-07-18,671218,693433,SF@SEA,Inside Breaking Ball Specialist,3.283,2.546,1.002,1.0,0.918,2.502,9.9,913,heliot ramos,bryan woo,,,,,,
2026-07-18,678882,693855,TB@BOS,Middle Slider Crusher,2.352,3.479,1.037,0.991,0.917,2.507,9.9,911,ceddanne rafaela,ian seymour,,,,,,
2026-07-18,679845,656288,SD@KC,Oppo Fastball Hunter,2.316,3.177,1.0,1.0,1.048,2.509,9.9,911,nick loftin,griffin canning,,,,,,
2026-07-18,665804,671737,MIN@CHC,Middle Slider Crusher,2.406,3.375,0.978,1.005,0.956,2.483,9.8,921,miguel amaya,taj bradley,,,,,,
2026-07-18,686469,656288,SD@KC,Middle Slider Crusher (LH),2.28,3.177,1.0,1.0,1.048,2.47,9.7,926,vinnie pasquantino,griffin canning,,,,,,
2026-07-18,643289,669022,TEX@ATL,Oppo Fastball Hunter,2.754,2.778,1.009,1.0,0.963,2.419,9.6,947,mauricio dubón,mackenzie gore,,,,,,
2026-07-18,665966,693855,TB@BOS,Middle Slider Crusher,2.245,3.479,1.037,0.991,0.917,2.393,9.5,958,carlos narváez,ian seymour,,,,,,
2026-07-18,663837,680570,DET@LAA,Oppo Fastball Hunter,2.245,2.909,1.006,1.002,1.12,2.399,9.5,955,matt vierling,grayson rodriguez,,,,,,
2026-07-18,677587,683003,PIT@CLE,Middle Slider Crusher (LH),2.435,3.258,1.006,0.983,0.93,2.373,9.4,966,brayan rocchio,jared jones,,,,,,
2026-07-18,608324,671737,MIN@CHC,Oppo Fastball Hunter,2.282,3.375,0.976,1.005,0.956,2.35,9.3,976,alex bregman,taj bradley,,,,,,
2026-07-18,663586,669022,TEX@ATL,High Zone Fastball Hitter,2.684,2.778,1.004,1.0,0.963,2.346,9.3,978,austin riley,mackenzie gore,,,,,,
2026-07-18,663728,657277,SF@SEA,Middle Slider Crusher,3.133,2.349,1.002,1.0,0.961,2.304,9.1,997,cal raleigh,logan webb,,,,,,
2026-07-18,694374,669160,STL@AZ,Inside Breaking Ball Specialist,3.448,2.142,1.0,1.0,0.948,2.277,9.0,1010,tim tawa,dustin may,,,,,,
2026-07-18,682998,669160,STL@AZ,Oppo Fastball Hunter (LH),3.389,2.142,1.0,1.0,0.948,2.238,8.9,1028,corbin carroll,dustin may,,,,,,
2026-07-18,656716,680570,DET@LAA,Inside Breaking Ball Specialist (LH),2.061,2.909,1.002,1.002,1.12,2.193,8.7,1051,zach mckinstry,grayson rodriguez,,,,,,
2026-07-18,668227,657277,SF@SEA,Oppo Fastball Hunter,2.915,2.349,1.0,1.0,0.961,2.14,8.5,1078,randy arozarena,logan webb,,,,,,
2026-07-18,686555,656288,SD@KC,Inside Breaking Ball Specialist,1.97,3.177,1.0,1.0,1.048,2.134,8.5,1081,isaac collins,griffin canning,,,,,,
2026-07-18,681351,669373,DET@LAA,Oppo Fastball Hunter,2.16,3.262,1.006,1.002,0.9,2.079,8.3,1111,logan o'hoppe,tarik skubal,,,,,,
2026-07-18,672275,683003,PIT@CLE,Inside Breaking Ball Specialist (LH),2.151,3.258,1.008,0.983,0.93,2.1,8.3,1100,patrick bailey,jared jones,,,,,,
2026-07-18,682177,682254,PIT@CLE,Middle Fastball Crusher (LH),2.543,2.796,1.006,0.983,0.9,2.059,8.2,1123,daniel schneemann,mason montgomery,,,,,,
2026-07-18,595978,682254,PIT@CLE,Middle Fastball Crusher,2.515,2.796,1.015,0.983,0.9,2.054,8.2,1126,austin hedges,mason montgomery,,,,,,
2026-07-18,543807,663436,CWS@TOR,Middle Fastball Crusher,3.283,1.872,1.009,1.0,1.016,2.05,8.1,1128,george springer,davis martin,,,,,,
2026-07-18,661388,676974,MIA@MIL,Middle Fastball Crusher,2.493,2.611,0.99,1.0,0.952,1.996,7.9,1160,william contreras,max meyer,,,,,,
2026-07-18,678391,669372,WSH@ATH,Oppo Fastball Hunter (LH),2.021,3.011,1.007,1.01,0.985,1.984,7.9,1168,jorbit vivas,j. t. ginn,,,,,,
2026-07-18,677587,682254,PIT@CLE,Middle Slider Crusher (LH),2.435,2.796,1.006,0.983,0.9,1.971,7.8,1176,brayan rocchio,mason montgomery,,,,,,
2026-07-18,592885,676974,MIA@MIL,Middle Slider Crusher (LH),2.41,2.611,0.982,1.0,0.952,1.914,7.6,1213,christian yelich,max meyer,,,,,,
2026-07-18,666397,695076,CIN@COL,Middle Slider Crusher (LH),1.823,2.915,0.966,1.007,1.12,1.883,7.5,1233,edouard julien,rhett lowder,,,,,,
2026-07-18,543760,666200,NYM@PHI,Middle Fastball Crusher,2.884,2.213,1.008,0.991,0.9,1.867,7.4,1245,marcus semien,jesús luzardo,,,,,,
2026-07-18,693304,668909,PIT@CLE,Oppo Fastball Hunter,1.56,3.537,1.006,0.983,1.014,1.8,7.2,1294,nick gonzales,gavin williams,,,,,,
2026-07-18,663968,668909,PIT@CLE,Inside Breaking Ball Specialist,1.525,3.537,1.018,0.983,1.014,1.78,7.1,1308,jake mangum,gavin williams,,,,,,
2026-07-18,691026,694297,STL@AZ,Middle Slider Crusher,1.599,3.31,1.0,1.0,1.023,1.762,7.0,1323,masyn winn,brandon pfaadt,,,,,,
2026-07-18,687401,676974,MIA@MIL,Middle Fastball Crusher,2.107,2.611,0.99,1.0,0.952,1.687,6.7,1384,joey ortiz,max meyer,,,,,,
2026-07-18,666182,666200,NYM@PHI,Middle Fastball Crusher,2.549,2.213,1.008,0.991,0.9,1.65,6.6,1417,bo bichette,jesús luzardo,,,,,,
2026-07-18,672640,675660,MIA@MIL,Middle Fastball Crusher,2.372,2.401,0.99,1.0,0.9,1.651,6.6,1416,otto lopez,shane drohan,,,,,,
2026-07-18,664770,663436,CWS@TOR,Oppo Fastball Hunter (LH),2.563,1.872,1.009,1.0,1.016,1.6,6.4,1463,nathan lukes,davis martin,,,,,,
2026-07-18,672386,663436,CWS@TOR,Oppo Fastball Hunter,2.551,1.872,1.004,1.0,1.016,1.585,6.3,1477,alejandro kirk,davis martin,,,,,,
2026-07-18,662139,663436,CWS@TOR,Oppo Fastball Hunter (LH),2.469,1.872,1.009,1.0,1.016,1.541,6.2,1521,daulton varsho,davis martin,,,,,,
2026-07-18,687859,695076,CIN@COL,Inside Breaking Ball Specialist (LH),1.527,2.915,0.956,1.007,1.12,1.561,6.2,1501,troy johnston,rhett lowder,,,,,,
2026-07-18,665926,663436,CWS@TOR,Middle Slider Crusher (LH),2.463,1.872,1.004,1.0,1.016,1.53,6.1,1532,andrés giménez,davis martin,,,,,,
2026-07-18,807712,571510,MIN@CHC,Oppo Fastball Hunter,1.602,2.778,0.976,1.005,1.072,1.522,6.1,1541,luke keaschall,matt boyd,,,,,,
2026-07-18,663538,671737,MIN@CHC,Middle Fastball Crusher,1.411,3.375,0.978,1.005,0.956,1.456,5.8,1613,nico hoerner,taj bradley,,,,,,
2026-07-18,668885,571510,MIN@CHC,Middle Fastball Crusher,1.44,2.778,0.978,1.005,1.072,1.371,5.5,1717,austin martin,matt boyd,,,,,,
2026-07-18,691594,675660,MIA@MIL,Middle Fastball Crusher,1.823,2.401,0.99,1.0,0.9,1.269,5.1,1860,javier sanoja,shane drohan,,,,,,
2026-07-18,669364,675660,MIA@MIL,Middle Fastball Crusher (LH),1.818,2.401,0.982,1.0,0.9,1.255,5.0,1881,xavier edwards,shane drohan,,,,,,
2026-07-18,665489,663436,CWS@TOR,Oppo Fastball Hunter,1.892,1.872,1.004,1.0,1.016,1.175,4.7,2013,vladimir guerrero,davis martin,,,,,,
2026-07-18,683083,669372,WSH@ATH,Middle Fastball Crusher,1.085,3.011,1.006,1.01,0.985,1.064,4.3,2231,nasim nuñez,j. t. ginn,,,,,,
2026-07-19,681481,696270,DET@LAA,Middle Fastball Crusher (LH),4.675,4.537,1.006,1.002,1.079,7.507,27.4,265,kerry carpenter,ryan johnson,,,,,,
2026-07-19,693307,696270,DET@LAA,Middle Slider Crusher,4.63,4.537,1.003,1.002,1.079,7.413,27.1,269,dillon dingler,ryan johnson,,,,,,
2026-07-19,679529,696270,DET@LAA,Middle Fastball Crusher,4.347,4.537,1.003,1.002,1.079,6.96,25.6,291,spencer torkelson,ryan johnson,,,,,,
2026-07-19,621566,543135,TEX@ATL,Middle Fastball Crusher (LH),5.438,3.846,1.009,1.0,0.971,6.664,24.6,306,matt olson,nathan eovaldi,,,,,,
2026-07-19,695578,682052,WSH@ATH,Middle Fastball Crusher (LH),5.408,3.789,1.009,1.01,0.964,6.549,24.2,312,james wood,jacob lopez,,,,,,
2026-07-19,665019,684007,MIN@CHC,Middle Fastball Crusher (LH),4.715,4.526,0.976,1.005,0.949,6.46,24.0,318,kody clemens,shota imanaga,,,,,,
2026-07-19,665052,688107,MIA@MIL,Middle Fastball Crusher (LH),4.972,4.163,0.982,1.0,0.957,6.327,23.5,325,griffin conine,robert gasser,,,,,,
2026-07-19,695506,608566,SD@KC,Middle Fastball Crusher (LH),3.918,4.401,1.0,1.0,1.12,6.282,23.4,328,jac caglianone,germán márquez,,,,,,
2026-07-19,668709,663372,CIN@COL,Middle Fastball Crusher (LH),4.779,3.735,0.966,1.007,1.089,6.152,22.9,336,jj bleday,ryan feltner,,,,,,
2026-07-19,621020,805673,MIN@CHC,Middle Fastball Crusher,4.06,4.379,0.978,1.005,1.041,5.919,22.1,352,dansby swanson,zebby matthews,,,,,,
2026-07-19,664023,805673,MIN@CHC,Middle Fastball Crusher,3.933,4.379,0.978,1.005,1.041,5.734,21.5,365,ian happ,zebby matthews,,,,,,
2026-07-19,669127,656492,WSH@ATH,Middle Fastball Crusher,4.979,3.632,1.006,1.01,0.956,5.716,21.4,366,shea langeliers,foster griffin,,,,,,
2026-07-19,680777,684007,MIN@CHC,Middle Fastball Crusher,4.101,4.526,0.978,1.005,0.949,5.63,21.1,373,ryan jeffers,shota imanaga,,,,,,
2026-07-19,695600,608566,SD@KC,Middle Fastball Crusher (LH),3.499,4.401,1.0,1.0,1.12,5.611,21.1,374,carter jensen,germán márquez,,,,,,
2026-07-19,670541,687064,BAL@HOU,Inside Breaking Ball Specialist (LH),6.307,2.648,1.005,1.0,1.007,5.496,20.7,383,yordan álvarez,brandon young,,,,,,
2026-07-19,682829,663372,CIN@COL,Middle Fastball Crusher,4.189,3.735,0.963,1.007,1.089,5.376,20.3,393,elly de la cruz,ryan feltner,,,,,,
2026-07-19,700250,808967,LAD@NYY,Middle Fastball Crusher (LH),6.397,2.889,1.011,0.982,0.9,5.372,20.3,394,ben rice,yoshinobu yamamoto,,,,,,
2026-07-19,701398,663372,CIN@COL,Middle Fastball Crusher,4.171,3.735,0.963,1.007,1.089,5.353,20.2,395,sal stewart,ryan feltner,,,,,,
2026-07-19,686948,543135,TEX@ATL,Oppo Fastball Hunter (LH),4.385,3.846,1.0,1.0,0.971,5.326,20.1,398,drake baldwin,nathan eovaldi,,,,,,
2026-07-19,668715,663372,CIN@COL,Middle Slider Crusher,4.051,3.735,0.963,1.007,1.089,5.199,19.7,409,spencer steer,ryan feltner,,,,,,
2026-07-19,671739,543135,TEX@ATL,Middle Fastball Crusher (LH),4.248,3.846,1.009,1.0,0.971,5.206,19.7,408,michael harris,nathan eovaldi,,,,,,
2026-07-19,691406,543243,TB@BOS,Oppo Fastball Hunter,5.976,2.741,1.044,0.991,0.933,5.143,19.5,414,junior caminero,sonny gray,,,,,,
2026-07-19,663993,663372,CIN@COL,Oppo Fastball Hunter (LH),3.934,3.735,0.975,1.007,1.089,5.111,19.4,417,nathaniel lowe,ryan feltner,,,,,,
2026-07-19,657041,608566,SD@KC,Oppo Fastball Hunter,3.188,4.401,1.0,1.0,1.12,5.112,19.4,417,lane thomas,germán márquez,,,,,,
2026-07-19,682985,696270,DET@LAA,Oppo Fastball Hunter (LH),3.155,4.537,1.011,1.002,1.079,5.092,19.3,419,riley greene,ryan johnson,,,,,,
2026-07-19,553993,663372,CIN@COL,Middle Slider Crusher,3.972,3.735,0.963,1.007,1.089,5.097,19.3,418,eugenio suárez,ryan feltner,,,,,,
2026-07-19,521692,608566,SD@KC,Middle Fastball Crusher,3.107,4.401,1.0,1.0,1.12,4.982,18.9,429,salvador pérez,germán márquez,,,,,,
2026-07-19,668904,684007,MIN@CHC,Middle Fastball Crusher,3.602,4.526,0.978,1.005,0.949,4.945,18.8,433,royce lewis,shota imanaga,,,,,,
2026-07-19,656941,690997,NYM@PHI,Middle Slider Crusher (LH),6.744,2.439,1.006,0.991,0.918,4.899,18.6,437,kyle schwarber,nolan mclean,,,,,,
2026-07-19,669394,656550,TEX@ATL,Middle Fastball Crusher,3.93,3.728,0.991,1.0,1.036,4.891,18.6,438,jake burger,grant holmes,,,,,,
2026-07-19,686797,684007,MIN@CHC,Middle Fastball Crusher,3.517,4.526,0.978,1.005,0.949,4.828,18.4,445,brooks lee,shota imanaga,,,,,,
2026-07-19,668670,696270,DET@LAA,Middle Fastball Crusher,3.013,4.537,1.003,1.002,1.079,4.824,18.3,445,jake rogers,ryan johnson,,,,,,
2026-07-19,641680,656492,WSH@ATH,Middle Slider Crusher (LH),4.16,3.632,1.009,1.01,0.956,4.79,18.2,449,jonah heim,foster griffin,,,,,,
2026-07-19,691016,656492,WSH@ATH,Middle Fastball Crusher (LH),4.136,3.632,1.009,1.01,0.956,4.762,18.1,452,tyler soderstrom,foster griffin,,,,,,
2026-07-19,690993,696270,DET@LAA,Middle Fastball Crusher (LH),2.937,4.537,1.006,1.002,1.079,4.716,18.0,456,colt keith,ryan johnson,,,,,,
2026-07-19,592518,702070,SD@KC,Middle Slider Crusher,4.363,3.074,1.0,1.0,1.076,4.694,17.9,459,manny machado,noah cameron,,,,,,
2026-07-19,691023,593958,STL@AZ,Middle Fastball Crusher,4.903,2.71,1.0,1.0,1.086,4.695,17.9,459,jordan walker,eduardo rodríguez,,,,,,
2026-07-19,664034,702070,SD@KC,Inside Breaking Ball Specialist,4.37,3.074,1.0,1.0,1.076,4.702,17.9,458,ty france,noah cameron,,,,,,
2026-07-19,669065,688107,MIA@MIL,Middle Slider Crusher (LH),3.623,4.163,0.982,1.0,0.957,4.61,17.6,468,kyle stowers,robert gasser,,,,,,
2026-07-19,694212,686613,BAL@HOU,Oppo Fastball Hunter (LH),4.579,3.151,1.025,1.0,0.951,4.573,17.5,473,samuel basallo,hunter brown,,,,,,
2026-07-19,672960,680732,CWS@TOR,Oppo Fastball Hunter,5.027,2.99,1.004,1.0,0.932,4.575,17.5,472,kazuma okamoto,sean burke,,,,,,
2026-07-19,605137,684007,MIN@CHC,Middle Fastball Crusher (LH),3.311,4.526,0.976,1.005,0.949,4.536,17.3,477,josh bell,shota imanaga,,,,,,
2026-07-19,694192,691587,MIA@MIL,Middle Fastball Crusher,4.031,3.515,0.99,1.0,0.995,4.54,17.3,477,jackson chourio,eury pérez,,,,,,
2026-07-19,543309,656550,TEX@ATL,Middle Fastball Crusher,3.551,3.728,0.991,1.0,1.036,4.42,16.9,491,kyle higashioka,grant holmes,,,,,,
2026-07-19,624413,686613,BAL@HOU,Oppo Fastball Hunter,4.497,3.151,1.004,1.0,0.951,4.399,16.8,494,pete alonso,hunter brown,,,,,,
2026-07-19,596142,691587,MIA@MIL,High Zone Fastball Hitter,3.923,3.515,0.974,1.0,0.995,4.347,16.7,500,gary sánchez,eury pérez,,,,,,
2026-07-19,691723,686613,BAL@HOU,Middle Fastball Crusher,4.229,3.151,1.034,1.0,0.951,4.261,16.3,512,coby mayo,hunter brown,,,,,,
2026-07-19,681546,696270,DET@LAA,Middle Slider Crusher (LH),2.534,4.537,1.006,1.002,1.079,4.069,15.7,539,james outman,ryan johnson,,,,,,
2026-07-19,645277,543135,TEX@ATL,Middle Fastball Crusher,3.276,3.846,0.991,1.0,0.971,3.943,15.2,558,ozzie albies,nathan eovaldi,,,,,,
